x;type
765216093.R_Antecubital fossa;R_Antecubital fossa
765256553.R_Antecubital fossa;R_Antecubital fossa
765276783.R_Antecubital fossa;R_Antecubital fossa
765337473.R_Antecubital fossa;R_Antecubital fossa
765377934.R_Antecubital fossa;R_Antecubital fossa
765398164.R_Antecubital fossa;R_Antecubital fossa
765519544.R_Antecubital fossa;R_Antecubital fossa
765539774.R_Antecubital fossa;R_Antecubital fossa
765560005.R_Antecubital fossa;R_Antecubital fossa
765620695.R_Antecubital fossa;R_Antecubital fossa
765701615.R_Antecubital fossa;R_Antecubital fossa
809635352.R_Antecubital fossa;R_Antecubital fossa
823052294.R_Antecubital fossa;R_Antecubital fossa
857980665.R_Antecubital fossa;R_Antecubital fossa
861967750.R_Antecubital fossa;R_Antecubital fossa
863126187.R_Antecubital fossa;R_Antecubital fossa
875002022.R_Antecubital fossa;R_Antecubital fossa
892969023.R_Antecubital fossa;R_Antecubital fossa
937495960.R_Antecubital fossa;R_Antecubital fossa
953045535.R_Antecubital fossa;R_Antecubital fossa
132902142.R_Retroauricular crease;R_Retroauricular crease
147406386.R_Retroauricular crease;R_Retroauricular crease
158013734.R_Retroauricular crease;R_Retroauricular crease
158114885.R_Retroauricular crease;R_Retroauricular crease
158155345.R_Retroauricular crease;R_Retroauricular crease
158216035.R_Retroauricular crease;R_Retroauricular crease
158236265.R_Retroauricular crease;R_Retroauricular crease
158276726.R_Retroauricular crease;R_Retroauricular crease
158398106.R_Retroauricular crease;R_Retroauricular crease
158418336.R_Retroauricular crease;R_Retroauricular crease
158438567.R_Retroauricular crease;R_Retroauricular crease
158458797.R_Retroauricular crease;R_Retroauricular crease
158479027.R_Retroauricular crease;R_Retroauricular crease
158499257.R_Retroauricular crease;R_Retroauricular crease
158721788.R_Retroauricular crease;R_Retroauricular crease
158742018.R_Retroauricular crease;R_Retroauricular crease
158802708.R_Retroauricular crease;R_Retroauricular crease
158822939.R_Retroauricular crease;R_Retroauricular crease
158883629.R_Retroauricular crease;R_Retroauricular crease
158924089.R_Retroauricular crease;R_Retroauricular crease
158944319.R_Retroauricular crease;R_Retroauricular crease
158964549.R_Retroauricular crease;R_Retroauricular crease
159005010.R_Retroauricular crease;R_Retroauricular crease
159025240.R_Retroauricular crease;R_Retroauricular crease
159085930.R_Retroauricular crease;R_Retroauricular crease
159146620.R_Retroauricular crease;R_Retroauricular crease
159166850.R_Retroauricular crease;R_Retroauricular crease
159227541.R_Retroauricular crease;R_Retroauricular crease
159247771.R_Retroauricular crease;R_Retroauricular crease
159389382.R_Retroauricular crease;R_Retroauricular crease
159470302.R_Retroauricular crease;R_Retroauricular crease
159713063.R_Retroauricular crease;R_Retroauricular crease
159733294.R_Retroauricular crease;R_Retroauricular crease
160744799.R_Retroauricular crease;R_Retroauricular crease
160825720.R_Retroauricular crease;R_Retroauricular crease
160866180.R_Retroauricular crease;R_Retroauricular crease
160886410.R_Retroauricular crease;R_Retroauricular crease
160906640.R_Retroauricular crease;R_Retroauricular crease
160947100.R_Retroauricular crease;R_Retroauricular crease
160967330.R_Retroauricular crease;R_Retroauricular crease
160987560.R_Retroauricular crease;R_Retroauricular crease
161007791.R_Retroauricular crease;R_Retroauricular crease
161270782.R_Retroauricular crease;R_Retroauricular crease
161311242.R_Retroauricular crease;R_Retroauricular crease
161331472.R_Retroauricular crease;R_Retroauricular crease
161412393.R_Retroauricular crease;R_Retroauricular crease
161473083.R_Retroauricular crease;R_Retroauricular crease
161554003.R_Retroauricular crease;R_Retroauricular crease
178713055.R_Retroauricular crease;R_Retroauricular crease
184349034.R_Retroauricular crease;R_Retroauricular crease
208027353.R_Retroauricular crease;R_Retroauricular crease
246515023.R_Retroauricular crease;R_Retroauricular crease
256789458.R_Retroauricular crease;R_Retroauricular crease
275382046.R_Retroauricular crease;R_Retroauricular crease
295137534.R_Retroauricular crease;R_Retroauricular crease
336497421.R_Retroauricular crease;R_Retroauricular crease
338793263.R_Retroauricular crease;R_Retroauricular crease
355657046.R_Retroauricular crease;R_Retroauricular crease
368533040.R_Retroauricular crease;R_Retroauricular crease
370027359.R_Retroauricular crease;R_Retroauricular crease
370425937.R_Retroauricular crease;R_Retroauricular crease
375450439.R_Retroauricular crease;R_Retroauricular crease
414519462.R_Retroauricular crease;R_Retroauricular crease
451588811.R_Retroauricular crease;R_Retroauricular crease
465578759.R_Retroauricular crease;R_Retroauricular crease
492786515.R_Retroauricular crease;R_Retroauricular crease
508703490.R_Retroauricular crease;R_Retroauricular crease
516889361.R_Retroauricular crease;R_Retroauricular crease
517810313.R_Retroauricular crease;R_Retroauricular crease
533247696.R_Retroauricular crease;R_Retroauricular crease
550534656.R_Retroauricular crease;R_Retroauricular crease
553359145.R_Retroauricular crease;R_Retroauricular crease
604812005.R_Retroauricular crease;R_Retroauricular crease
612472597.R_Retroauricular crease;R_Retroauricular crease
638754422.R_Retroauricular crease;R_Retroauricular crease
643185023.R_Retroauricular crease;R_Retroauricular crease
650853796.R_Retroauricular crease;R_Retroauricular crease
658594300.R_Retroauricular crease;R_Retroauricular crease
668248235.R_Retroauricular crease;R_Retroauricular crease
675950834.R_Retroauricular crease;R_Retroauricular crease
682102541.R_Retroauricular crease;R_Retroauricular crease
682449369.R_Retroauricular crease;R_Retroauricular crease
686765762.R_Retroauricular crease;R_Retroauricular crease
706846339.R_Retroauricular crease;R_Retroauricular crease
737052003.R_Retroauricular crease;R_Retroauricular crease
763395383.R_Retroauricular crease;R_Retroauricular crease
763435843.R_Retroauricular crease;R_Retroauricular crease
763456073.R_Retroauricular crease;R_Retroauricular crease
763476303.R_Retroauricular crease;R_Retroauricular crease
763516763.R_Retroauricular crease;R_Retroauricular crease
763536994.R_Retroauricular crease;R_Retroauricular crease
763597684.R_Retroauricular crease;R_Retroauricular crease
763638144.R_Retroauricular crease;R_Retroauricular crease
763678604.R_Retroauricular crease;R_Retroauricular crease
763698834.R_Retroauricular crease;R_Retroauricular crease
763719065.R_Retroauricular crease;R_Retroauricular crease
763759525.R_Retroauricular crease;R_Retroauricular crease
763820215.R_Retroauricular crease;R_Retroauricular crease
763840445.R_Retroauricular crease;R_Retroauricular crease
763860675.R_Retroauricular crease;R_Retroauricular crease
763880905.R_Retroauricular crease;R_Retroauricular crease
763901136.R_Retroauricular crease;R_Retroauricular crease
763921366.R_Retroauricular crease;R_Retroauricular crease
763982056.R_Retroauricular crease;R_Retroauricular crease
764002286.R_Retroauricular crease;R_Retroauricular crease
764062976.R_Retroauricular crease;R_Retroauricular crease
764083206.R_Retroauricular crease;R_Retroauricular crease
764143897.R_Retroauricular crease;R_Retroauricular crease
764184357.R_Retroauricular crease;R_Retroauricular crease
764224817.R_Retroauricular crease;R_Retroauricular crease
764245047.R_Retroauricular crease;R_Retroauricular crease
764305738.R_Retroauricular crease;R_Retroauricular crease
764325968.R_Retroauricular crease;R_Retroauricular crease
764346198.R_Retroauricular crease;R_Retroauricular crease
764366428.R_Retroauricular crease;R_Retroauricular crease
764447348.R_Retroauricular crease;R_Retroauricular crease
764467579.R_Retroauricular crease;R_Retroauricular crease
764487809.R_Retroauricular crease;R_Retroauricular crease
764508039.R_Retroauricular crease;R_Retroauricular crease
764588959.R_Retroauricular crease;R_Retroauricular crease
764649650.R_Retroauricular crease;R_Retroauricular crease
764669880.R_Retroauricular crease;R_Retroauricular crease
764710340.R_Retroauricular crease;R_Retroauricular crease
764811490.R_Retroauricular crease;R_Retroauricular crease
764872181.R_Retroauricular crease;R_Retroauricular crease
764892411.R_Retroauricular crease;R_Retroauricular crease
765013792.R_Retroauricular crease;R_Retroauricular crease
765034022.R_Retroauricular crease;R_Retroauricular crease
765074482.R_Retroauricular crease;R_Retroauricular crease
765094712.R_Retroauricular crease;R_Retroauricular crease
765135172.R_Retroauricular crease;R_Retroauricular crease
765155402.R_Retroauricular crease;R_Retroauricular crease
765195863.R_Retroauricular crease;R_Retroauricular crease
765216093.R_Retroauricular crease;R_Retroauricular crease
765256553.R_Retroauricular crease;R_Retroauricular crease
765276783.R_Retroauricular crease;R_Retroauricular crease
765317243.R_Retroauricular crease;R_Retroauricular crease
765337473.R_Retroauricular crease;R_Retroauricular crease
765377934.R_Retroauricular crease;R_Retroauricular crease
765398164.R_Retroauricular crease;R_Retroauricular crease
765519544.R_Retroauricular crease;R_Retroauricular crease
765539774.R_Retroauricular crease;R_Retroauricular crease
765560005.R_Retroauricular crease;R_Retroauricular crease
765620695.R_Retroauricular crease;R_Retroauricular crease
765640925.R_Retroauricular crease;R_Retroauricular crease
765661155.R_Retroauricular crease;R_Retroauricular crease
765701615.R_Retroauricular crease;R_Retroauricular crease
809635352.R_Retroauricular crease;R_Retroauricular crease
823052294.R_Retroauricular crease;R_Retroauricular crease
857980665.R_Retroauricular crease;R_Retroauricular crease
861967750.R_Retroauricular crease;R_Retroauricular crease
863126187.R_Retroauricular crease;R_Retroauricular crease
892969023.R_Retroauricular crease;R_Retroauricular crease
953045535.R_Retroauricular crease;R_Retroauricular crease
970836795.R_Retroauricular crease;R_Retroauricular crease
147406386.Saliva;Saliva
158013734.Saliva;Saliva
158114885.Saliva;Saliva
158155345.Saliva;Saliva
158216035.Saliva;Saliva
158236265.Saliva;Saliva
158276726.Saliva;Saliva
158398106.Saliva;Saliva
158418336.Saliva;Saliva
158438567.Saliva;Saliva
158458797.Saliva;Saliva
158479027.Saliva;Saliva
158499257.Saliva;Saliva
158721788.Saliva;Saliva
158742018.Saliva;Saliva
158802708.Saliva;Saliva
158822939.Saliva;Saliva
158883629.Saliva;Saliva
158924089.Saliva;Saliva
158944319.Saliva;Saliva
158964549.Saliva;Saliva
158984779.Saliva;Saliva
159005010.Saliva;Saliva
159025240.Saliva;Saliva
159085930.Saliva;Saliva
159146620.Saliva;Saliva
159166850.Saliva;Saliva
159227541.Saliva;Saliva
159247771.Saliva;Saliva
159389382.Saliva;Saliva
159470302.Saliva;Saliva
159713063.Saliva;Saliva
159733294.Saliva;Saliva
160744799.Saliva;Saliva
160825720.Saliva;Saliva
160866180.Saliva;Saliva
160886410.Saliva;Saliva
160906640.Saliva;Saliva
160947100.Saliva;Saliva
160967330.Saliva;Saliva
160987560.Saliva;Saliva
161007791.Saliva;Saliva
161311242.Saliva;Saliva
161412393.Saliva;Saliva
161473083.Saliva;Saliva
161493313.Saliva;Saliva
161554003.Saliva;Saliva
208027353.Saliva;Saliva
246515023.Saliva;Saliva
289996019.Saliva;Saliva
295137534.Saliva;Saliva
336497421.Saliva;Saliva
368533040.Saliva;Saliva
370027359.Saliva;Saliva
370425937.Saliva;Saliva
375450439.Saliva;Saliva
404239096.Saliva;Saliva
414519462.Saliva;Saliva
451588811.Saliva;Saliva
465578759.Saliva;Saliva
492786515.Saliva;Saliva
508703490.Saliva;Saliva
517810313.Saliva;Saliva
553359145.Saliva;Saliva
604812005.Saliva;Saliva
612472597.Saliva;Saliva
638754422.Saliva;Saliva
650853796.Saliva;Saliva
663835652.Saliva;Saliva
668248235.Saliva;Saliva
682449369.Saliva;Saliva
686765762.Saliva;Saliva
737052003.Saliva;Saliva
763395383.Saliva;Saliva
763435843.Saliva;Saliva
763456073.Saliva;Saliva
763476303.Saliva;Saliva
763516763.Saliva;Saliva
763536994.Saliva;Saliva
763557224.Saliva;Saliva
763638144.Saliva;Saliva
763719065.Saliva;Saliva
763759525.Saliva;Saliva
763820215.Saliva;Saliva
763840445.Saliva;Saliva
763860675.Saliva;Saliva
763880905.Saliva;Saliva
763901136.Saliva;Saliva
763921366.Saliva;Saliva
763982056.Saliva;Saliva
764002286.Saliva;Saliva
764062976.Saliva;Saliva
764083206.Saliva;Saliva
764143897.Saliva;Saliva
764184357.Saliva;Saliva
764224817.Saliva;Saliva
764245047.Saliva;Saliva
764285508.Saliva;Saliva
764305738.Saliva;Saliva
764325968.Saliva;Saliva
764447348.Saliva;Saliva
764467579.Saliva;Saliva
764487809.Saliva;Saliva
764508039.Saliva;Saliva
764588959.Saliva;Saliva
764649650.Saliva;Saliva
764669880.Saliva;Saliva
764750800.Saliva;Saliva
764811490.Saliva;Saliva
764831721.Saliva;Saliva
764872181.Saliva;Saliva
764892411.Saliva;Saliva
764953101.Saliva;Saliva
765013792.Saliva;Saliva
765034022.Saliva;Saliva
765074482.Saliva;Saliva
765094712.Saliva;Saliva
765155402.Saliva;Saliva
765195863.Saliva;Saliva
765216093.Saliva;Saliva
765256553.Saliva;Saliva
765276783.Saliva;Saliva
765337473.Saliva;Saliva
765377934.Saliva;Saliva
765560005.Saliva;Saliva
809635352.Saliva;Saliva
863126187.Saliva;Saliva
892969023.Saliva;Saliva
937495960.Saliva;Saliva
953045535.Saliva;Saliva
970836795.Saliva;Saliva
132902142.Stool;Stool
147406386.Stool;Stool
158013734.Stool;Stool
158114885.Stool;Stool
158155345.Stool;Stool
158216035.Stool;Stool
158236265.Stool;Stool
158276726.Stool;Stool
158398106.Stool;Stool
158418336.Stool;Stool
158438567.Stool;Stool
158458797.Stool;Stool
158479027.Stool;Stool
158499257.Stool;Stool
158721788.Stool;Stool
158742018.Stool;Stool
158802708.Stool;Stool
158822939.Stool;Stool
158883629.Stool;Stool
158924089.Stool;Stool
158944319.Stool;Stool
158964549.Stool;Stool
158984779.Stool;Stool
159005010.Stool;Stool
159025240.Stool;Stool
159085930.Stool;Stool
159146620.Stool;Stool
159166850.Stool;Stool
159227541.Stool;Stool
159247771.Stool;Stool
159389382.Stool;Stool
159470302.Stool;Stool
159713063.Stool;Stool
159733294.Stool;Stool
160744799.Stool;Stool
160825720.Stool;Stool
160866180.Stool;Stool
160886410.Stool;Stool
160906640.Stool;Stool
160947100.Stool;Stool
160967330.Stool;Stool
161007791.Stool;Stool
161270782.Stool;Stool
161311242.Stool;Stool
161331472.Stool;Stool
161473083.Stool;Stool
161554003.Stool;Stool
178713055.Stool;Stool
184349034.Stool;Stool
208027353.Stool;Stool
246515023.Stool;Stool
275382046.Stool;Stool
289996019.Stool;Stool
295137534.Stool;Stool
336497421.Stool;Stool
338793263.Stool;Stool
355657046.Stool;Stool
368533040.Stool;Stool
370027359.Stool;Stool
370425937.Stool;Stool
375450439.Stool;Stool
404239096.Stool;Stool
414519462.Stool;Stool
465578759.Stool;Stool
492786515.Stool;Stool
508703490.Stool;Stool
516889361.Stool;Stool
517810313.Stool;Stool
550534656.Stool;Stool
553359145.Stool;Stool
561079058.Stool;Stool
604812005.Stool;Stool
612472597.Stool;Stool
638754422.Stool;Stool
643185023.Stool;Stool
650853796.Stool;Stool
663835652.Stool;Stool
668248235.Stool;Stool
675950834.Stool;Stool
682102541.Stool;Stool
682449369.Stool;Stool
686765762.Stool;Stool
706846339.Stool;Stool
737052003.Stool;Stool
739574095.Stool;Stool
763395383.Stool;Stool
763435843.Stool;Stool
763456073.Stool;Stool
763476303.Stool;Stool
763516763.Stool;Stool
763536994.Stool;Stool
763557224.Stool;Stool
763597684.Stool;Stool
763638144.Stool;Stool
763698834.Stool;Stool
763719065.Stool;Stool
763759525.Stool;Stool
763820215.Stool;Stool
763840445.Stool;Stool
763860675.Stool;Stool
763901136.Stool;Stool
763921366.Stool;Stool
763982056.Stool;Stool
764002286.Stool;Stool
764042746.Stool;Stool
764062976.Stool;Stool
764083206.Stool;Stool
764143897.Stool;Stool
764184357.Stool;Stool
764224817.Stool;Stool
764245047.Stool;Stool
764285508.Stool;Stool
764305738.Stool;Stool
764325968.Stool;Stool
764346198.Stool;Stool
764447348.Stool;Stool
764467579.Stool;Stool
764487809.Stool;Stool
764508039.Stool;Stool
764588959.Stool;Stool
764649650.Stool;Stool
764669880.Stool;Stool
764710340.Stool;Stool
764750800.Stool;Stool
764811490.Stool;Stool
764831721.Stool;Stool
764872181.Stool;Stool
764892411.Stool;Stool
764953101.Stool;Stool
765013792.Stool;Stool
765034022.Stool;Stool
765074482.Stool;Stool
765094712.Stool;Stool
765155402.Stool;Stool
765195863.Stool;Stool
765216093.Stool;Stool
765256553.Stool;Stool
765276783.Stool;Stool
765317243.Stool;Stool
765337473.Stool;Stool
765661155.Stool;Stool
809635352.Stool;Stool
857980665.Stool;Stool
863126187.Stool;Stool
892969023.Stool;Stool
901775393.Stool;Stool
937495960.Stool;Stool
953045535.Stool;Stool
970836795.Stool;Stool
132902142.Subgingival plaque;Subgingival plaque
147406386.Subgingival plaque;Subgingival plaque
158013734.Subgingival plaque;Subgingival plaque
158114885.Subgingival plaque;Subgingival plaque
158155345.Subgingival plaque;Subgingival plaque
158216035.Subgingival plaque;Subgingival plaque
158236265.Subgingival plaque;Subgingival plaque
158276726.Subgingival plaque;Subgingival plaque
158398106.Subgingival plaque;Subgingival plaque
158418336.Subgingival plaque;Subgingival plaque
158438567.Subgingival plaque;Subgingival plaque
158458797.Subgingival plaque;Subgingival plaque
158479027.Subgingival plaque;Subgingival plaque
158499257.Subgingival plaque;Subgingival plaque
158721788.Subgingival plaque;Subgingival plaque
158742018.Subgingival plaque;Subgingival plaque
158802708.Subgingival plaque;Subgingival plaque
158822939.Subgingival plaque;Subgingival plaque
158883629.Subgingival plaque;Subgingival plaque
158924089.Subgingival plaque;Subgingival plaque
158944319.Subgingival plaque;Subgingival plaque
158964549.Subgingival plaque;Subgingival plaque
158984779.Subgingival plaque;Subgingival plaque
159005010.Subgingival plaque;Subgingival plaque
159025240.Subgingival plaque;Subgingival plaque
159085930.Subgingival plaque;Subgingival plaque
159146620.Subgingival plaque;Subgingival plaque
159166850.Subgingival plaque;Subgingival plaque
159227541.Subgingival plaque;Subgingival plaque
159247771.Subgingival plaque;Subgingival plaque
159389382.Subgingival plaque;Subgingival plaque
159470302.Subgingival plaque;Subgingival plaque
159713063.Subgingival plaque;Subgingival plaque
159733294.Subgingival plaque;Subgingival plaque
160744799.Subgingival plaque;Subgingival plaque
160825720.Subgingival plaque;Subgingival plaque
160866180.Subgingival plaque;Subgingival plaque
160886410.Subgingival plaque;Subgingival plaque
160906640.Subgingival plaque;Subgingival plaque
160947100.Subgingival plaque;Subgingival plaque
160967330.Subgingival plaque;Subgingival plaque
160987560.Subgingival plaque;Subgingival plaque
161270782.Subgingival plaque;Subgingival plaque
161311242.Subgingival plaque;Subgingival plaque
161473083.Subgingival plaque;Subgingival plaque
161554003.Subgingival plaque;Subgingival plaque
178713055.Subgingival plaque;Subgingival plaque
184349034.Subgingival plaque;Subgingival plaque
208027353.Subgingival plaque;Subgingival plaque
246515023.Subgingival plaque;Subgingival plaque
289996019.Subgingival plaque;Subgingival plaque
295137534.Subgingival plaque;Subgingival plaque
336497421.Subgingival plaque;Subgingival plaque
355657046.Subgingival plaque;Subgingival plaque
368533040.Subgingival plaque;Subgingival plaque
370027359.Subgingival plaque;Subgingival plaque
370425937.Subgingival plaque;Subgingival plaque
375450439.Subgingival plaque;Subgingival plaque
404239096.Subgingival plaque;Subgingival plaque
414519462.Subgingival plaque;Subgingival plaque
451588811.Subgingival plaque;Subgingival plaque
465578759.Subgingival plaque;Subgingival plaque
492786515.Subgingival plaque;Subgingival plaque
508703490.Subgingival plaque;Subgingival plaque
514014184.Subgingival plaque;Subgingival plaque
516889361.Subgingival plaque;Subgingival plaque
517810313.Subgingival plaque;Subgingival plaque
553359145.Subgingival plaque;Subgingival plaque
604812005.Subgingival plaque;Subgingival plaque
612472597.Subgingival plaque;Subgingival plaque
638754422.Subgingival plaque;Subgingival plaque
643185023.Subgingival plaque;Subgingival plaque
650853796.Subgingival plaque;Subgingival plaque
658594300.Subgingival plaque;Subgingival plaque
668248235.Subgingival plaque;Subgingival plaque
682449369.Subgingival plaque;Subgingival plaque
686765762.Subgingival plaque;Subgingival plaque
737052003.Subgingival plaque;Subgingival plaque
763395383.Subgingival plaque;Subgingival plaque
763435843.Subgingival plaque;Subgingival plaque
763456073.Subgingival plaque;Subgingival plaque
763476303.Subgingival plaque;Subgingival plaque
763516763.Subgingival plaque;Subgingival plaque
763536994.Subgingival plaque;Subgingival plaque
763557224.Subgingival plaque;Subgingival plaque
763597684.Subgingival plaque;Subgingival plaque
763638144.Subgingival plaque;Subgingival plaque
763678604.Subgingival plaque;Subgingival plaque
763698834.Subgingival plaque;Subgingival plaque
763719065.Subgingival plaque;Subgingival plaque
763759525.Subgingival plaque;Subgingival plaque
763820215.Subgingival plaque;Subgingival plaque
763840445.Subgingival plaque;Subgingival plaque
763860675.Subgingival plaque;Subgingival plaque
763880905.Subgingival plaque;Subgingival plaque
763901136.Subgingival plaque;Subgingival plaque
763921366.Subgingival plaque;Subgingival plaque
763982056.Subgingival plaque;Subgingival plaque
764002286.Subgingival plaque;Subgingival plaque
764042746.Subgingival plaque;Subgingival plaque
764062976.Subgingival plaque;Subgingival plaque
764083206.Subgingival plaque;Subgingival plaque
764143897.Subgingival plaque;Subgingival plaque
764184357.Subgingival plaque;Subgingival plaque
764224817.Subgingival plaque;Subgingival plaque
764245047.Subgingival plaque;Subgingival plaque
764285508.Subgingival plaque;Subgingival plaque
764305738.Subgingival plaque;Subgingival plaque
764325968.Subgingival plaque;Subgingival plaque
764346198.Subgingival plaque;Subgingival plaque
764366428.Subgingival plaque;Subgingival plaque
764447348.Subgingival plaque;Subgingival plaque
764467579.Subgingival plaque;Subgingival plaque
764487809.Subgingival plaque;Subgingival plaque
764508039.Subgingival plaque;Subgingival plaque
764588959.Subgingival plaque;Subgingival plaque
764649650.Subgingival plaque;Subgingival plaque
764669880.Subgingival plaque;Subgingival plaque
764750800.Subgingival plaque;Subgingival plaque
764811490.Subgingival plaque;Subgingival plaque
764831721.Subgingival plaque;Subgingival plaque
764872181.Subgingival plaque;Subgingival plaque
764892411.Subgingival plaque;Subgingival plaque
764953101.Subgingival plaque;Subgingival plaque
765013792.Subgingival plaque;Subgingival plaque
765034022.Subgingival plaque;Subgingival plaque
765074482.Subgingival plaque;Subgingival plaque
765094712.Subgingival plaque;Subgingival plaque
765155402.Subgingival plaque;Subgingival plaque
765195863.Subgingival plaque;Subgingival plaque
765216093.Subgingival plaque;Subgingival plaque
765276783.Subgingival plaque;Subgingival plaque
765317243.Subgingival plaque;Subgingival plaque
765337473.Subgingival plaque;Subgingival plaque
765560005.Subgingival plaque;Subgingival plaque
809635352.Subgingival plaque;Subgingival plaque
863126187.Subgingival plaque;Subgingival plaque
892969023.Subgingival plaque;Subgingival plaque
937495960.Subgingival plaque;Subgingival plaque
953045535.Subgingival plaque;Subgingival plaque
970836795.Subgingival plaque;Subgingival plaque
132902142.Supragingival plaque;Supragingival plaque
147406386.Supragingival plaque;Supragingival plaque
158013734.Supragingival plaque;Supragingival plaque
158114885.Supragingival plaque;Supragingival plaque
158155345.Supragingival plaque;Supragingival plaque
158216035.Supragingival plaque;Supragingival plaque
158236265.Supragingival plaque;Supragingival plaque
158276726.Supragingival plaque;Supragingival plaque
158398106.Supragingival plaque;Supragingival plaque
158418336.Supragingival plaque;Supragingival plaque
158438567.Supragingival plaque;Supragingival plaque
158458797.Supragingival plaque;Supragingival plaque
158479027.Supragingival plaque;Supragingival plaque
158499257.Supragingival plaque;Supragingival plaque
158721788.Supragingival plaque;Supragingival plaque
158742018.Supragingival plaque;Supragingival plaque
158802708.Supragingival plaque;Supragingival plaque
158822939.Supragingival plaque;Supragingival plaque
158883629.Supragingival plaque;Supragingival plaque
158924089.Supragingival plaque;Supragingival plaque
158944319.Supragingival plaque;Supragingival plaque
158964549.Supragingival plaque;Supragingival plaque
158984779.Supragingival plaque;Supragingival plaque
159005010.Supragingival plaque;Supragingival plaque
159025240.Supragingival plaque;Supragingival plaque
159085930.Supragingival plaque;Supragingival plaque
159146620.Supragingival plaque;Supragingival plaque
159166850.Supragingival plaque;Supragingival plaque
159227541.Supragingival plaque;Supragingival plaque
159247771.Supragingival plaque;Supragingival plaque
159389382.Supragingival plaque;Supragingival plaque
159470302.Supragingival plaque;Supragingival plaque
159713063.Supragingival plaque;Supragingival plaque
159733294.Supragingival plaque;Supragingival plaque
160744799.Supragingival plaque;Supragingival plaque
160825720.Supragingival plaque;Supragingival plaque
160866180.Supragingival plaque;Supragingival plaque
160886410.Supragingival plaque;Supragingival plaque
160906640.Supragingival plaque;Supragingival plaque
160947100.Supragingival plaque;Supragingival plaque
160967330.Supragingival plaque;Supragingival plaque
160987560.Supragingival plaque;Supragingival plaque
161007791.Supragingival plaque;Supragingival plaque
161270782.Supragingival plaque;Supragingival plaque
161311242.Supragingival plaque;Supragingival plaque
161351702.Supragingival plaque;Supragingival plaque
161473083.Supragingival plaque;Supragingival plaque
161554003.Supragingival plaque;Supragingival plaque
178713055.Supragingival plaque;Supragingival plaque
184349034.Supragingival plaque;Supragingival plaque
208027353.Supragingival plaque;Supragingival plaque
246515023.Supragingival plaque;Supragingival plaque
256789458.Supragingival plaque;Supragingival plaque
275382046.Supragingival plaque;Supragingival plaque
289996019.Supragingival plaque;Supragingival plaque
295137534.Supragingival plaque;Supragingival plaque
336497421.Supragingival plaque;Supragingival plaque
368533040.Supragingival plaque;Supragingival plaque
370027359.Supragingival plaque;Supragingival plaque
370425937.Supragingival plaque;Supragingival plaque
375450439.Supragingival plaque;Supragingival plaque
404239096.Supragingival plaque;Supragingival plaque
414519462.Supragingival plaque;Supragingival plaque
432193348.Supragingival plaque;Supragingival plaque
451588811.Supragingival plaque;Supragingival plaque
465578759.Supragingival plaque;Supragingival plaque
492786515.Supragingival plaque;Supragingival plaque
508703490.Supragingival plaque;Supragingival plaque
517810313.Supragingival plaque;Supragingival plaque
553359145.Supragingival plaque;Supragingival plaque
604812005.Supragingival plaque;Supragingival plaque
612472597.Supragingival plaque;Supragingival plaque
638754422.Supragingival plaque;Supragingival plaque
643185023.Supragingival plaque;Supragingival plaque
650853796.Supragingival plaque;Supragingival plaque
658594300.Supragingival plaque;Supragingival plaque
663835652.Supragingival plaque;Supragingival plaque
668248235.Supragingival plaque;Supragingival plaque
682449369.Supragingival plaque;Supragingival plaque
686765762.Supragingival plaque;Supragingival plaque
737052003.Supragingival plaque;Supragingival plaque
763395383.Supragingival plaque;Supragingival plaque
763435843.Supragingival plaque;Supragingival plaque
763456073.Supragingival plaque;Supragingival plaque
763476303.Supragingival plaque;Supragingival plaque
763516763.Supragingival plaque;Supragingival plaque
763536994.Supragingival plaque;Supragingival plaque
763557224.Supragingival plaque;Supragingival plaque
763597684.Supragingival plaque;Supragingival plaque
763638144.Supragingival plaque;Supragingival plaque
763698834.Supragingival plaque;Supragingival plaque
763719065.Supragingival plaque;Supragingival plaque
763759525.Supragingival plaque;Supragingival plaque
763820215.Supragingival plaque;Supragingival plaque
763840445.Supragingival plaque;Supragingival plaque
763860675.Supragingival plaque;Supragingival plaque
763880905.Supragingival plaque;Supragingival plaque
763901136.Supragingival plaque;Supragingival plaque
763921366.Supragingival plaque;Supragingival plaque
763982056.Supragingival plaque;Supragingival plaque
764002286.Supragingival plaque;Supragingival plaque
764042746.Supragingival plaque;Supragingival plaque
764062976.Supragingival plaque;Supragingival plaque
764083206.Supragingival plaque;Supragingival plaque
764143897.Supragingival plaque;Supragingival plaque
764184357.Supragingival plaque;Supragingival plaque
764224817.Supragingival plaque;Supragingival plaque
764245047.Supragingival plaque;Supragingival plaque
764285508.Supragingival plaque;Supragingival plaque
764305738.Supragingival plaque;Supragingival plaque
764325968.Supragingival plaque;Supragingival plaque
764346198.Supragingival plaque;Supragingival plaque
764366428.Supragingival plaque;Supragingival plaque
764447348.Supragingival plaque;Supragingival plaque
764467579.Supragingival plaque;Supragingival plaque
764487809.Supragingival plaque;Supragingival plaque
764508039.Supragingival plaque;Supragingival plaque
764588959.Supragingival plaque;Supragingival plaque
764649650.Supragingival plaque;Supragingival plaque
764669880.Supragingival plaque;Supragingival plaque
764750800.Supragingival plaque;Supragingival plaque
764811490.Supragingival plaque;Supragingival plaque
764831721.Supragingival plaque;Supragingival plaque
